Account ID,Owner ID,Rating,Malicious
755,381,0.09068056160296706,True
194,101,0.0037730402300374943,True
781,393,0.0,True
415,216,0.0,True
410,214,0.0,True
875,440,0.0,True
468,244,0.0,True
884,443,0.0,True
811,408,0.0,True
78,41,0.0,True
697,353,0.0,True
572,297,0.056911156739213015,True
839,420,0.0,True
421,220,0.0,True
97,52,0.0,True
672,343,0.0,True
913,457,0.0,True
741,376,0.0,True
163,84,0.0,True
484,254,0.0,True
143,74,0.0,True
915,457,0.0,True
263,136,0.0,True
395,208,0.0,True
731,370,0.0,True
868,440,0.0,True
138,71,0.0,True
765,386,0.041100171032895094,True
269,138,0.01495135003903919,True
548,286,0.08481590075732848,True
743,376,0.0,True
727,370,0.0,True
245,127,0.0,True
180,90,0.0,True
398,208,0.09337076133006761,True
821,414,0.0,True
461,240,0.041752381320364684,True
428,221,0.0,True
941,471,0.0,True
75,41,0.0,True
643,328,0.0,True
454,235,0.0,True
896,448,0.0,True
960,481,0.0,True
876,440,0.0,True
182,91,0.0,True
606,309,0.0,True
536,283,0.0,True
76,41,0.0,True
587,303,0.0,True
951,477,0.0,True
167,84,0.0,True
761,385,0.0,True
396,208,0.0,True
175,89,0.0,True
980,493,0.0,True
784,393,0.0,True
695,353,0.012967568330466805,True
42,21,0.0,True
183,92,0.0,True
105,53,0.0,True
164,84,0.0,True
917,458,0.0,True
865,439,0.0,True
555,290,0.0,True
881,443,0.03978824973916417,True
674,344,0.0,True
729,370,0.0,True
856,431,0.01725539302179588,True
535,283,0.0,True
596,307,0.0,True
32,15,0.04409542528205296,True
29,15,0.0,True
104,53,0.0,True
580,301,0.0,True
618,315,0.07125692353751562,True
91,49,0.0,True
290,152,0.0,True
905,455,0.0,True
619,316,0.0,True
168,84,0.0,True
585,303,0.0,True
662,338,0.0,True
14,7,0.0934001553243845,True
665,338,0.0,True
283,147,0.0,True
26,13,0.0,True
647,330,0.0,True
297,156,0.08058920958158214,True
833,419,0.0,True
271,139,0.0,True
889,444,0.0,True
692,352,0.0,True
367,195,0.006760841715308108,True
31,15,0.0,True
109,53,0.0,True
880,443,0.0,True
390,208,0.0,True
106,53,0.0,True
497,258,0.0,True
591,303,0.0,True
15,7,0.08212418388841025,True
100,52,0.0,True
866,439,0.0,True
111,55,0.0,True
9,4,0.0,True
590,303,0.0,True
725,368,0.0,True
210,109,0.0,True
171,85,0.05157330680439359,True
696,353,0.0,True
220,114,0.0,True
107,53,0.0,True
366,195,0.0,True
402,209,0.017100863694462565,True
274,140,0.0,True
310,161,0.0,True
557,291,0.0,True
871,440,0.0,True
646,330,0.0,True
919,459,0.0,True
127,65,0.0,True
614,315,0.0,True
712,363,0.0,True
968,485,0.09721191663054995,True
426,221,0.0,True
694,353,0.0,True
103,53,0.0,True
664,338,0.0,True
77,41,0.0,True
837,420,0.0,True
754,380,0.07691054304736322,True
846,424,0.0,True
990,499,0.0,True
710,362,0.01752349606879605,True
519,271,0.0,True
98,52,0.0,True
429,221,0.0,True
166,84,0.0,True
479,251,0.014199082954934938,True
178,90,0.0,True
977,492,0.0,True
416,216,0.0,True
160,81,0.0,True
99,52,0.0,True
603,309,0.0,True
615,315,0.0,True
195,101,0.0,True
835,420,0.0,True
834,420,0.0,True
728,370,0.0,True
354,187,0.0,True
165,84,0.0,True
137,71,0.0,True
344,182,0.07581463826749296,True
