0
"834, rep: 0.0, 24.31532414298256, 55.89322546593305"
"1010, rep: 0.0, 24.284418589510658, 55.59172928323558"
"284, rep: 0.0, 24.21594335764841, 55.7061498421282"
"747, rep: 0.0, 24.082565708107758, 55.58654979374951"
"679, rep: 0.0, 24.316576616397285, 55.79555368525698"
"713, rep: 0.0, 24.14337472899857, 55.705540599458075"
"48, rep: 0.0, 24.125524481392368, 55.81066663212296"
"1062, rep: 0.0, 24.0859400307289, 55.78821631823088"
"519, rep: 0.0, 24.286801050637933, 55.7815416913826"
"508, rep: 0.0, 24.23590214629424, 55.6934347761402"
"295, rep: 0.0, 24.18797854982704, 55.87055905786233"
"1244, rep: 0.0, 24.236634791320196, 55.59399353694363"
"1336, rep: 0.0, 24.295802753439965, 55.75840566524734"
"114, rep: 0.0, 24.179128594658057, 55.80225220979935"
"445, rep: 0.0, 24.287594476926504, 55.78945481971875"
"125, rep: 0.0, 24.301104978631994, 55.80578336002319"
"755, rep: 0.0, 24.170216844217247, 55.89856681067189"
"269, rep: 0.0, 24.21929153837808, 55.804355429388906"
"667, rep: 0.0, 24.293983709447605, 55.66767233359822"
"1376, rep: 0.0, 24.233298128062057, 55.63551408065919"
"923, rep: 0.0, 24.342719064442374, 55.74231568649229"
"779, rep: 0.0, 24.14680394353659, 55.63732590018855"
"344, rep: 0.0, 24.075856646878975, 55.688382527959355"
"23, rep: 0.0, 24.1818325904692, 55.7782686998308"
"1309, rep: 0.0, 24.140630841284725, 55.83095812665432"
"483, rep: 0.0, 24.11678369054424, 55.764821895155876"
"926, rep: 0.0, 24.128214264872884, 55.76380360900625"
"534, rep: 0.0, 24.21128820570802, 55.63236550033322"
"951, rep: 0.0, 24.184114448520713, 55.57992930553011"
"247, rep: 0.0, 24.2497393598711, 55.54806838086572"
"385, rep: 0.0, 24.107463144408836, 55.724416838707"
"309, rep: 0.0, 24.114277210209522, 55.87289399958164"
"722, rep: 0.0, 24.067365353564455, 55.55819364811632"
"1232, rep: 0.0, 24.17162633442498, 55.68196562177906"
"1360, rep: 0.0, 24.120559205202685, 55.597361499745546"
"1350, rep: 0.0, 24.1539791952505, 55.819320944772066"
"1189, rep: 0.0, 24.108724190517712, 55.643964985005624"
"447, rep: 0.0, 24.11623463852318, 55.882850172769984"
"602, rep: 0.0, 24.075256604452566, 55.872790677144"
"1390, rep: 0.0, 24.309428945771774, 55.68349652475888"
"512, rep: 0.0, 24.339497893585616, 55.64381205492913"
"427, rep: 0.0, 24.234734523187612, 55.75517403970702"
"529, rep: 0.0, 24.138059687966066, 55.61101819531376"
"891, rep: 0.0, 24.226020788764433, 55.701567175009714"
"212, rep: 0.0, 24.12784558910169, 55.69558211474814"
"836, rep: 0.0, 24.104083515792283, 55.567630807335206"
"399, rep: 0.0, 24.286518633556742, 55.79392998130238"
"1222, rep: 0.0, 24.310743204616507, 55.83973459091458"
"874, rep: 0.0, 24.27889315281351, 55.7377962489869"
"1123, rep: 0.0, 24.112278327589472, 55.8873947839187"
"1482, rep: 0.0, 24.23065076841184, 55.705983740290215"
"1079, rep: 0.0, 24.34798983083183, 55.870721549951014"
"268, rep: 0.0, 24.10817757078425, 55.78407839808282"
"933, rep: 0.0, 24.17119022817313, 55.89525352547829"
"1262, rep: 0.0, 24.202702129898068, 55.70604785281196"
"731, rep: 0.0, 24.335781658489378, 55.70826626533015"
"1334, rep: 0.0, 24.27589890415807, 55.617964866881834"
"350, rep: 0.0, 24.324235673380446, 55.6474978543705"
"420, rep: 0.0, 24.21850945682691, 55.88495472627961"
"496, rep: 0.0, 24.311875327225884, 55.78816726784745"
"158, rep: 0.0, 24.34059326772898, 55.82287814637113"
"736, rep: 0.0, 24.224073263654414, 55.86118879854519"
"941, rep: 0.0, 24.12990203182204, 55.897189867246766"
"1059, rep: 0.0, 24.31238791173581, 55.69544622763441"
"591, rep: 0.0, 24.097297103141276, 55.81334543390666"
"330, rep: 0.0, 24.084698531288996, 55.64856793624364"
"1488, rep: 0.0, 24.174401381744893, 55.85309606320102"
"396, rep: 0.0, 24.077567602590793, 55.66434481351461"
"811, rep: 0.0, 24.19903138697935, 55.56559672681026"
"1489, rep: 0.0, 24.167462211919467, 55.7969112902177"
"685, rep: 0.0, 24.112462474621005, 55.5477253578151"
"1490, rep: 0.0, 24.094047799471333, 55.87509153977795"
"810, rep: 0.0, 24.190188758194697, 55.66494860755783"
"600, rep: 0.0, 24.112934726455514, 55.694370713571345"
"675, rep: 0.0, 24.111759129598006, 55.69447024068122"
