Account ID,Task ID,Subtasks,Finished Subtasks,Quality,Rating,Latitude,Longitude
158,1106,7.0,3,0.01014901452747719,0.5,24.345907030531183,55.82548553518822
876,908,5.0,2,0.01381214331259421,0.5,24.072310705075317,55.703575321890575
308,682,5.0,1,0.45561900383519854,0.5,24.34258284532553,55.58989448334835
1274,313,5.0,3,0.6213823647220538,0.5,24.12238923083909,55.898654861567465
834,943,6.0,2,0.9682905999013318,0.5,24.318594211528037,55.89625488687269
1146,228,5.0,1,0.4310695176537395,0.5,24.10169305572028,55.78186084577621
1010,157,7.0,1,0.06702662841511378,0.5,24.279573678977922,55.592235875040686
644,471,5.0,1,0.21223921333619614,0.5,24.233769220016182,55.76441064536799
1102,566,4.0,8,0.8337824918909641,0.5,24.255375324833704,55.580114450279275
738,189,4.0,1,0.5111607897231178,0.5,24.241780186343295,55.74626914341372
482,316,5.0,5,0.3103999346309626,0.5,24.08642208992278,55.771297665173094
284,567,5.0,1,0.012554974267274038,0.5,24.214093147604427,55.71082040411542
117,1254,7.0,4,0.1857386565162734,0.5,24.323508942675716,55.554697605935374
747,785,4.0,1,0.8306587397761809,0.5,24.0771265936835,55.5856669866036
679,71,5.0,1,0.01656419299062559,0.5,24.326369311981942,55.791840566892844
713,270,5.0,1,0.9905259602946234,0.5,24.13718919403373,55.713609118054556
482,390,5.0,3,0.7304563836140062,0.9079969801494772,24.09287129928918,55.77721828266312
1425,677,4.0,2,0.216744096351747,0.5,24.34202561310747,55.80444508952415
48,1202,7.0,1,0.14102706726362932,0.5,24.118041255772717,55.818656935442476
449,1069,6.0,2,0.36980035907571374,0.5,24.104651659355692,55.64236167780052
550,194,6.0,2,0.7781369212443764,0.5,24.344808825315848,55.71232292251981
1472,1067,6.0,5,0.09892343615946504,0.5,24.280674508445898,55.679125613774175
744,1198,5.0,3,0.0023766641012904935,0.5,24.196126768023994,55.62417169948716
1062,1193,6.0,1,0.06018850202464338,0.5,24.08822030684705,55.792008244553216
802,1232,5.0,3,0.924560962775744,0.5,24.188009333044562,55.587406905269425
519,1062,5.0,1,0.7368833007011458,0.5,24.29462907597877,55.77232887538734
635,20,5.0,3,0.19324867920708483,0.5,24.228946235115586,55.5908151216282
235,12,6.0,3,0.1318811963260333,0.5,24.22284617042751,55.63950564230536
706,1027,5.0,3,0.9902387447078574,0.5,24.213645753955532,55.68288338130262
1003,662,5.0,2,0.8357028497258844,0.5,24.302612677815873,55.753158852494366
381,972,6.0,2,0.843741054629339,0.5,24.261759613342747,55.8769187255214
508,438,5.0,1,0.003925831102077098,0.5,24.239276727661753,55.700459043545905
197,148,4.0,1,0.4693947094273627,0.5,24.230107005471602,55.56130136001527
295,995,4.0,1,0.07823390695147557,0.5,24.196940765031698,55.87912286113717
979,286,6.0,1,0.4731473298097439,0.5,24.264613666579084,55.77339693544561
1244,358,6.0,1,0.02860872108401724,0.5,24.235399733765757,55.58705551548793
602,1049,5.0,3,0.9660482600802291,0.5,24.07689217671893,55.88573253466124
1336,1272,7.0,1,0.1988219245921042,0.5,24.303978184327487,55.75208198622877
114,787,5.0,2,0.9998832200179134,0.5,24.18514084750255,55.79632292226133
1054,385,6.0,2,0.35489343129270634,0.5,24.09657933438213,55.8601704590795
445,1209,5.0,1,0.005227708281847519,0.5,24.294281202400974,55.79888906851002
986,1219,8.0,6,0.9987117119027212,0.5,24.146586906408302,55.63921746056641
125,253,5.0,2,0.9984764999305882,0.5,24.291550185027447,55.798374464888475
755,1421,6.0,2,0.03644595188861386,0.5,24.167743243005656,55.89998357062274
269,954,6.0,1,0.07466236321016803,0.5,24.21606973726892,55.80995295349292
941,1268,7.0,1,0.2633065016682757,0.5,24.137545026775374,55.89961157103158
1324,1083,5.0,3,0.7526871871548896,0.5,24.13066064964734,55.85216982421566
1318,571,7.0,2,0.4145172832077945,0.5,24.131374338526008,55.87926239478525
706,1038,5.0,6,0.7286403058131534,0.13489608416749566,24.222872054027253,55.67636984333929
1446,1242,6.0,2,0.36950429084831804,0.5,24.292609756675933,55.7685695466505
667,1223,6.0,2,0.05342886480463556,0.5,24.29858530140674,55.67033805941895
1309,212,5.0,2,0.062245993085824534,0.5,24.151191455187607,55.82367433305927
1376,465,6.0,2,0.004500310087907272,0.5,24.236221334893845,55.64355495850602
923,1497,5.0,1,0.09312980236169148,0.5,24.333284582607536,55.74208943408668
0,1132,5.0,1,0.4660622084954089,0.5,24.268828810567417,55.842346076830395
779,428,5.0,1,0.015449619191793933,0.5,24.14009455725857,55.632676812871395
344,1320,5.0,1,0.9438228373533724,0.5,24.07208548651147,55.69457551851251
386,350,4.0,6,0.41556423138321247,0.5,24.161454236963785,55.61104125924165
23,898,5.0,1,0.051275953872208464,0.5,24.177993178166634,55.78282206565969
1309,1146,5.0,1,0.9988926928895685,0.06765364124710116,24.146730561912296,55.8232205784003
483,1102,5.0,1,0.7540530530277413,0.5,24.1225342340888,55.76620776879216
538,225,6.0,4,0.9617635394113188,0.5,24.21355662936223,55.56626746289713
182,1266,5.0,5,0.9834743360790684,0.5,24.213585393111487,55.578888517552706
926,766,4.0,1,0.9963000201654375,0.5,24.13095163469611,55.76977409694436
534,900,4.0,1,0.08515250113493265,0.5,24.208811868885363,55.63701240580099
603,181,4.0,2,0.5172835104043404,0.5,24.191414935552583,55.784733712003664
16,279,7.0,4,0.2057962533999363,0.5,24.234868551561046,55.828558646100966
976,1102,5.0,3,0.7835876893274489,0.5,24.117923213379946,55.74303432079399
951,1433,5.0,1,0.8885379878293341,0.5,24.184476648692602,55.5865509500694
247,1471,6.0,1,0.23180711569007065,0.5,24.251843561712136,55.556794363058984
385,850,6.0,1,0.9780817009265076,0.5,24.11041472653201,55.723847137760025
309,1173,7.0,2,0.01862941043905113,0.5,24.12378891666857,55.87639158684842
764,632,7.0,4,0.723669301634778,0.5,24.191077528696027,55.88020758818473
314,327,7.0,2,0.7677038910956562,0.5,24.172535510325616,55.66515707088874
783,1384,5.0,1,0.5183745385743573,0.5,24.234523434425135,55.60585646254516
722,595,5.0,1,0.006363924894332781,0.5,24.075182243229587,55.55258613427693
1232,1477,5.0,1,0.8750940591977211,0.5,24.171522798902835,55.674081468235364
1360,1061,4.0,1,0.8487984065245823,0.5,24.110737423644608,55.58783852676127
212,1237,6.0,1,0.3285860329063887,0.5,24.121089481154424,55.69452214069691
1255,1418,4.0,3,0.5798595727916502,0.5,24.228286649445486,55.62247955536863
1350,1156,5.0,1,0.9932595704957542,0.5,24.154809715805644,55.80932720204081
1189,333,6.0,2,0.9165929793902418,0.5,24.11146803973663,55.634804148533306
762,133,5.0,2,0.04378868447891085,0.5,24.15840868214419,55.587091010174824
447,938,5.0,1,0.14435186828232263,0.5,24.10738534885191,55.88610871444374
101,1126,6.0,1,0.272079847816977,0.5,24.245861074930882,55.866851738589865
602,345,7.0,1,0.6888584894921076,0.1614334804181392,24.069188886813972,55.876900948119705
763,78,6.0,2,0.39841197408527823,0.5,24.32297069871179,55.89321614675457
1390,85,4.0,1,0.8979834665831584,0.5,24.308163363918766,55.68525761506546
512,318,7.0,1,0.01148878128642395,0.5,24.33395809897357,55.64324747869365
1258,449,7.0,3,0.19225479683442429,0.5,24.17617459684377,55.860611708389136
427,772,6.0,1,0.8899387911225899,0.5,24.23463975640638,55.76251552187595
556,1111,6.0,3,0.0003130766870152,0.5,24.23347571124848,55.80990746373944
