Account ID,Task ID,Subtasks,Finished Subtasks,Quality,Rating,Latitude,Longitude
93,1409,5.0,5.0,0.6063742479376583,0.5,24.264589507240395,55.73984560025039
1266,477,6.0,5.0,0.5622102250351382,0.5,24.197663220580356,55.81915644399519
158,1106,7.0,3.0,0.01014901452747719,0.5,24.345907030531183,55.82548553518822
999,303,4.0,4.0,0.3568277922219492,0.5,24.345091587373396,55.7776629584998
876,908,5.0,2.0,0.01381214331259421,0.5,24.072310705075317,55.703575321890575
121,479,6.0,6.0,0.45870651294038745,0.5,24.329773821395857,55.62581054629457
308,682,5.0,1.0,0.45561900383519854,0.5,24.34258284532553,55.58989448334835
461,1452,5.0,5.0,0.6432269715621048,0.5,24.13739609294256,55.726482121715826
528,458,6.0,5.0,0.4819668898644858,0.5,24.299882447287697,55.73852335235811
172,1413,6.0,6.0,0.5881809148376766,0.5,24.248952169740978,55.630531726904316
1274,313,5.0,3.0,0.6213823647220538,0.5,24.12238923083909,55.898654861567465
988,675,5.0,5.0,0.47765332407804706,0.5,24.3313256460371,55.871631040927156
834,943,6.0,2.0,0.9682905999013318,0.5,24.318594211528037,55.89625488687269
589,56,7.0,5.0,0.5013648558319962,0.5,24.167232979932574,55.607142826010396
700,282,6.0,6.0,0.6180155442797615,0.5,24.145152816152844,55.749904702036915
1146,228,5.0,1.0,0.4310695176537395,0.5,24.10169305572028,55.78186084577621
1010,157,7.0,1.0,0.06702662841511378,0.5,24.279573678977922,55.592235875040686
644,471,5.0,1.0,0.21223921333619614,0.5,24.233769220016182,55.76441064536799
1102,566,4.0,8.0,0.8337824918909641,0.5,24.255375324833704,55.580114450279275
738,189,4.0,1.0,0.5111607897231178,0.5,24.241780186343295,55.74626914341372
482,316,5.0,5.0,0.3103999346309626,0.5,24.08642208992278,55.771297665173094
284,567,5.0,1.0,0.012554974267274038,0.5,24.214093147604427,55.71082040411542
117,1254,7.0,4.0,0.1857386565162734,0.5,24.323508942675716,55.554697605935374
