0
"618, 24.331887380523856, 55.9"
"341, 24.35, 55.9"
"587, 24.07, 55.80994856956926"
"300, 24.28057081503725, 55.55"
"379, 24.15009920857504, 55.55"
"787, 24.07, 55.9"
"519, 24.07, 55.55"
"109, 24.35, 55.9"
"193, 24.321664314221202, 55.55"
"114, 24.35, 55.55"
"70, 24.10272872347525, 55.9"
"306, 24.07, 55.55"
"622, 24.163886629475634, 55.88551560085375"
"6, 24.201371403077985, 55.8677559669232"
"193, 24.321664314221202, 55.55"
"938, 24.07, 55.55"
"168, 24.07, 55.55451888285085"
"609, 24.35, 55.621515440131816"
"704, 24.07, 55.55"
"250, 24.35, 55.9"
"725, 24.07, 55.78553702586908"
"515, 24.07, 55.9"
"300, 24.28057081503725, 55.55"
"503, 24.07, 55.87898081929173"
"603, 24.35, 55.55"
"171, 24.07, 55.55"
"445, 24.07, 55.9"
"158, 24.07, 55.87025942231486"
"519, 24.07, 55.55"
"618, 24.331887380523856, 55.9"
"463, 24.22578859807656, 55.55"
"895, 24.35, 55.9"
"609, 24.35, 55.621515440131816"
"83, 24.35, 55.83999632377303"
"923, 24.223549248652237, 55.9"
"170, 24.21154483182377, 55.9"
"435, 24.07, 55.88755057333651"
"696, 24.07, 55.618848748110295"
"542, 24.35, 55.55"
"872, 24.098431960116542, 55.72956732560411"
"396, 24.079113546534174, 55.55"
"421, 24.07, 55.6148724119363"
"667, 24.144173746708812, 55.59741470585368"
"325, 24.35, 55.55"
"23, 24.07, 55.55"
"787, 24.07, 55.9"
"648, 24.07, 55.89209760634739"
"209, 24.35, 55.9"
"452, 24.35, 55.55"
"114, 24.35, 55.55"
"332, 24.110065915351193, 55.9"
"193, 24.321664314221202, 55.55"
"747, 24.35, 55.55"
"83, 24.35, 55.83999632377303"
"405, 24.35, 55.9"
"389, 24.35, 55.55"
"624, 24.07, 55.61272644694111"
"56, 24.35, 55.9"
"613, 24.14863906941823, 55.61243151092451"
"799, 24.35, 55.55"
"992, 24.07, 55.625514776203005"
"559, 24.35, 55.61068631290998"
"956, 24.08260349594053, 55.9"
"838, 24.07, 55.84982653688684"
"838, 24.07, 55.84982653688684"
"814, 24.35, 55.83271032823746"
"701, 24.35, 55.9"
"323, 24.31417898230596, 55.9"
"363, 24.245422766126907, 55.9"
"489, 24.07, 55.55"
"863, 24.35, 55.9"
"843, 24.07, 55.55"
"500, 24.103304019754443, 55.55"
"902, 24.310973380683144, 55.66104973165309"
"978, 24.07, 55.9"
"933, 24.07256772671885, 55.6204840514108"
"112, 24.34096316081814, 55.55"
"848, 24.07, 55.9"
"614, 24.35, 55.629419522008995"
"42, 24.07, 55.9"
"913, 24.35, 55.705214472210045"
"228, 24.33819124044683, 55.55"
"48, 24.07, 55.9"
"361, 24.35, 55.9"
"532, 24.07, 55.9"
"995, 24.319998573737763, 55.64757886953116"
"424, 24.35, 55.9"
"793, 24.163981527035354, 55.79454245807628"
"872, 24.098431960116542, 55.72956732560411"
"940, 24.35, 55.55"
"523, 24.156242844499197, 55.56171071686969"
"814, 24.35, 55.83271032823746"
"171, 24.07, 55.55"
"522, 24.07, 55.62062111482396"
"742, 24.35, 55.7032545422755"
"738, 24.07, 55.55"
"125, 24.079433142507096, 55.55"
"77, 24.148436959597184, 55.79272909928968"
"435, 24.07, 55.88755057333651"
"916, 24.33760949063022, 55.9"
"587, 24.07, 55.80994856956926"
"233, 24.19790687468345, 55.9"
"265, 24.35, 55.55"
"628, 24.311565350116183, 55.7068118928929"
"853, 24.317270218429595, 55.86109632236454"
"963, 24.07, 55.55"
"667, 24.144173746708812, 55.59741470585368"
"542, 24.35, 55.55"
"262, 24.35, 55.71386255005048"
"504, 24.07, 55.587916838933566"
"66, 24.35, 55.9"
"56, 24.35, 55.9"
"683, 24.07, 55.9"
"609, 24.35, 55.621515440131816"
"624, 24.07, 55.61272644694111"
"922, 24.35, 55.9"
"516, 24.35, 55.55"
"239, 24.35, 55.9"
"550, 24.07, 55.9"
"856, 24.07, 55.787213491496324"
"252, 24.35, 55.74819412529385"
"740, 24.07, 55.55"
"52, 24.35, 55.826176177153336"
"824, 24.07, 55.89077961441967"
"587, 24.07, 55.80994856956926"
"728, 24.07, 55.80710182518251"
"945, 24.095350331535847, 55.9"
"560, 24.07, 55.9"
"943, 24.341976904999388, 55.779821711883876"
"698, 24.35, 55.9"
"736, 24.283684637105267, 55.9"
