Account ID,Task ID,Latitude,Longitude
183,630,24.25979599976684,55.866620533786566
967,411,24.14798548251438,55.77868200519163
499,149,24.09723711086818,55.580033589527254
522,1143,24.306837295777264,55.777746070915526
618,1159,24.347701430547232,55.7388403043424
963,439,24.290355891189456,55.68062136445179
109,444,24.17799661734521,55.67592513205858
834,466,24.07934776186295,55.65873572166196
335,778,24.138516699571156,55.63723966510927
395,795,24.087706872795195,55.64997369232129
378,1353,24.279604700755932,55.77906829864222
814,1073,24.083720520273367,55.77820250597632
56,478,24.179292247728178,55.632479076885005
418,744,24.326495984470668,55.58057843290988
162,1332,24.16287768947282,55.677372820045264
486,892,24.106553996101496,55.601815384484695
20,754,24.250495155823845,55.8182788699718
640,358,24.225774045480787,55.88506794232476
244,223,24.074759321075064,55.8783905420307
614,379,24.316212179440694,55.88746972603926
233,861,24.176527861251223,55.67022759904422
618,605,24.07,55.672959003612746
824,493,24.32892603114827,55.60747631081241
170,832,24.208014775333424,55.56250498328906
165,784,24.339309212500467,55.70902091967481
519,870,24.113080595415322,55.5917948182839
380,1028,24.259665916561055,55.77008628298976
159,1259,24.22833655380138,55.627866554681965
379,1489,24.15841549886077,55.752017167467635
341,436,24.148381244273654,55.82714565448799
901,389,24.198705773222393,55.63613191397897
587,423,24.295228267007936,55.56878084209339
613,817,24.13493625245136,55.87128939610259
112,684,24.07256535088347,55.74219020729017
858,1041,24.117388558233497,55.77412399378722
795,1300,24.099496657077133,55.79622867171923
332,629,24.336175746559647,55.609250987162824
799,1404,24.276540615142398,55.64980764199484
252,1441,24.27959753527805,55.861091652152595
515,940,24.22562364574959,55.612859983880014
341,970,24.303392363768516,55.9
965,1181,24.340288828242887,55.87706946540883
848,585,24.283365190712626,55.75789404538475
422,397,24.156946056403367,55.66692111686728
287,1157,24.108946114593685,55.77404948637013
126,1289,24.163131274645867,55.566986430602476
16,129,24.148769643586505,55.62998648287527
992,627,24.298463282524754,55.88083677598886
673,159,24.0821698499281,55.84738943219228
300,672,24.243365082043937,55.835793126926795
891,854,24.135843891955812,55.56839211202759
42,326,24.21278055744887,55.76889453601618
956,98,24.32946744388309,55.898869393822764
544,427,24.30239726161148,55.79222570428968
70,121,24.19611126837017,55.8744709080588
475,383,24.321328985552512,55.83390840889619
787,655,24.103870693461314,55.67645571566557
447,54,24.27351670189185,55.553238270511436
66,1448,24.19417520122603,55.55370044343873
431,804,24.243257112955646,55.79525557275327
944,1088,24.262072208526625,55.568660948094546
756,1009,24.158815532071888,55.61884086470417
725,436,24.19134834678283,55.888408914494605
923,815,24.22002692103205,55.78698618762311
114,544,24.101435207646386,55.82101772810694
295,92,24.174594153725188,55.55424718384547
15,1177,24.344781683570677,55.79152321535847
863,902,24.1541186565382,55.80273976457596
275,741,24.2484996334526,55.768503191949016
236,1051,24.28319816477055,55.56721471036199
499,209,24.07,55.64380374312611
587,898,24.07,55.725621964581954
938,1306,24.30295040850668,55.66688878125164
214,925,24.15463602233753,55.65815824936881
865,1465,24.292620375724,55.71821213898616
300,1342,24.17893565170395,55.644975208650386
184,302,24.310042756171146,55.79008289612226
771,616,24.087690119824973,55.8225669958294
905,917,24.094585332455928,55.55850884472178
164,459,24.11009725988325,55.749815842388685
379,843,24.35,55.55
421,1413,24.07281754461566,55.62505638422679
874,197,24.332015254139176,55.67898781179687
417,1076,24.20338760004787,55.60354193723508
826,1465,24.26818655321891,55.66591763487111
624,1299,24.26423058081946,55.59420977221613
913,40,24.344467593982838,55.707634006735816
839,1429,24.29429839174713,55.71729639368493
940,1278,24.18984859732838,55.72433177517084
193,1213,24.10039278089929,55.663730252034036
787,716,24.321594760314994,55.693786806748015
126,1413,24.07,55.55
605,41,24.24512542901757,55.77737669099468
502,532,24.345341548179352,55.816003749301146
704,279,24.181667837556788,55.71309706552696
819,1465,24.292081325528315,55.67149204695464
648,1412,24.085448235984998,55.72809526187383
622,23,24.194912000166987,55.611662503008716
168,940,24.224321515253216,55.56859773742196
38,1149,24.225891609190242,55.64873189440104
884,26,24.23036040905815,55.84601378513869
212,1159,24.337422155069664,55.72161465812001
396,342,24.213447869645762,55.66398945760865
895,1336,24.28654507729808,55.67035900388011
701,352,24.195612255754913,55.675058600461206
283,558,24.249230699788257,55.5882210971819
807,399,24.325088246748503,55.7799583345616
447,481,24.35,55.55
519,909,24.317139234784882,55.55
306,283,24.22012709372461,55.71067191433557
228,355,24.111872608277736,55.66533029714801
123,524,24.228187530333443,55.70183699080713
109,843,24.35,55.55
780,290,24.30981313561554,55.67337639319522
943,568,24.210689193834963,55.55990822764733
872,125,24.16443125275355,55.857063132366825
262,79,24.102904729366323,55.68952155384176
242,904,24.17925223178561,55.73179304848431
821,487,24.259009501030942,55.57762280150351
971,864,24.116292027006942,55.577816949873586
507,1216,24.14385014068496,55.72212962266715
609,1325,24.28206218580078,55.855887646238564
504,1274,24.20873882231426,55.65031325555924
400,1261,24.17580208868012,55.61844177834066
363,273,24.323018487038475,55.77700124687445
935,593,24.177605021626906,55.80900929149525
500,1122,24.11132977385792,55.63631578642585
260,136,24.29962135872846,55.79470536467247
381,156,24.341371278645575,55.66886718664074
780,935,24.35,55.73143205355039
405,539,24.14945604165631,55.62135768193348
6,356,24.099180409119096,55.693518220717486
736,191,24.310491464202713,55.696437258732
193,1403,24.35,55.55
114,617,24.280359633541657,55.9
23,81,24.16107866885511,55.85622528211037
70,912,24.35,55.9
902,578,24.092360085648938,55.80657794523771
916,1482,24.184657642308295,55.661912984031645
306,881,24.07,55.75799356142576
404,638,24.077567235500226,55.58852053686027
341,462,24.19373346022667,55.9
502,1207,24.35,55.9
25,1478,24.31298788760358,55.853892674336265
725,132,24.07027569865819,55.9
622,1035,24.35,55.9
740,574,24.31579747190891,55.60179019194626
571,916,24.218655092333478,55.5544833182719
933,828,24.25981256707491,55.71672690600159
603,4,24.092318868017994,55.78138676687067
147,472,24.07952343685192,55.6590822037632
926,1372,24.2157196406353,55.81549863715186
871,654,24.251245014780366,55.62465001648882
249,967,24.163806852330644,55.87275219075815
380,885,24.35,55.67494345794056
126,771,24.07,55.55
503,693,24.139332486683124,55.76811866064455
140,1127,24.27077210245037,55.554463576316024
853,322,24.30223331224369,55.76843201812584
538,1101,24.31672613611591,55.896198341871475
851,859,24.32379883644117,55.74745268523496
628,849,24.321656979992458,55.892465000161025
872,201,24.07,55.80490114786785
483,1053,24.238301648182897,55.781383891231954
471,532,24.33973405749672,55.80111869922907
970,831,24.09521797593421,55.73123578417406
6,625,24.35,55.9
559,398,24.302239415382644,55.67006933722733
296,1245,24.223378726629203,55.71450489457551
664,241,24.287672516846822,55.574127216422006
158,705,24.094102269233968,55.84402844392307
996,854,24.125181634262926,55.58142912008981
452,708,24.120685390231728,55.74850234542386
193,513,24.07,55.71475845124783
740,717,24.35,55.55
742,1355,24.34236740180938,55.689224179598696
209,227,24.32157225121093,55.566868469807396
345,129,24.138285553135116,55.64726889731228
623,1388,24.321745376339194,55.78914824999194
843,1459,24.22540820925302,55.6192367755848
938,771,24.07,55.55
250,301,24.23573213247665,55.70738615724368
171,1157,24.121102811657725,55.73872388404951
217,922,24.215452764282073,55.7991524192237
559,536,24.35,55.656105737344134
445,514,24.324869820928164,55.71263695085449
168,38,24.35,55.698033543360395
713,29,24.10444263403659,55.5782588573334
45,432,24.131841171610198,55.892268070268074
852,1467,24.09111136628108,55.87721276814011
609,1378,24.35,55.652903308571645
733,803,24.250294280911607,55.753477064007555
704,183,24.07,55.55
250,16,24.07,55.55
609,1322,24.35,55.55
615,1469,24.1429761633866,55.65034818045127
725,1310,24.35,55.759558968349964
943,601,24.24760410739997,55.55
421,771,24.10158059777376,55.55
515,670,24.07,55.9
300,714,24.07,55.55
871,1403,24.35,55.55
715,1115,24.34553160492254,55.83864494298906
477,144,24.177532753280236,55.79902795594636
463,478,24.150147362177513,55.65976824604639
503,73,24.07,55.9
48,334,24.34213491869318,55.720725453653216
758,1495,24.34961525771781,55.78430920005731
785,1300,24.110135947975074,55.76259761058127
523,248,24.09624052663719,55.81004737441205
855,187,24.145134982441597,55.70045190426122
404,652,24.07,55.55
747,666,24.329628189901545,55.68765422637865
298,664,24.158800988442486,55.670435421392426
785,670,24.07,55.9
603,1096,24.35,55.9
94,62,24.18587577687119,55.62260344995613
670,201,24.11663306529126,55.776899899100066
795,223,24.07,55.9
171,903,24.130041054119534,55.55
434,46,24.161583611602108,55.853034791591455
83,537,24.172797063129735,55.71490814632953
445,554,24.35,55.55
76,1054,24.29274697948176,55.559295235806246
158,535,24.335384234910332,55.68443301962533
519,1062,24.148662737141255,55.55
691,8,24.245740817668523,55.73085345040426
938,1413,24.07,55.55
284,1431,24.143501452371176,55.659992272534744
728,1028,24.263358374757082,55.74421306137585
542,1014,24.115838153759984,55.58827020205219
924,801,24.27294828316318,55.89534316162005
62,1301,24.3439775607798,55.57478085552715
184,816,24.35,55.9
618,1124,24.07,55.9
922,545,24.221248147542617,55.74249900974983
667,621,24.22482290877807,55.727824241736656
70,88,24.35,55.839571725394656
463,1474,24.35,55.55
785,101,24.07,55.87229563042325
326,117,24.092502045140954,55.83124120377535
847,125,24.140522328780374,55.822098778526595
978,334,24.3142254465349,55.69975719418964
627,1150,24.11222002382127,55.88215000943594
895,1177,24.342334660747408,55.824778267468794
826,416,24.35,55.55
988,1375,24.316754413929676,55.640715443902096
132,471,24.144062513606222,55.649724699951435
325,1116,24.14848200127023,55.83137609646798
949,503,24.32023931850813,55.695940519183154
696,1165,24.169967345419153,55.82493318700137
609,1035,24.35,55.894599126743024
5,181,24.111074712023413,55.86028870607177
83,767,24.23324232722078,55.9
88,808,24.13929422096568,55.68804965740196
380,716,24.35,55.65116519549735
52,1122,24.09913394552072,55.59686992215176
923,649,24.35,55.88828653177318
710,1181,24.34615496998236,55.87356782505339
827,900,24.227887981737176,55.615967719852655
328,216,24.110181811146855,55.667998238977866
985,344,24.334155712690364,55.68743035311648
389,590,24.09771411652502,55.69379396227982
854,1467,24.091339170141378,55.86414687146478
170,570,24.35,55.650245289925756
920,617,24.32144206752676,55.889281443242346
435,729,24.18502710170547,55.70298013473658
966,1205,24.104303291451924,55.75817663975939
454,620,24.21060098068699,55.697696092835
547,114,24.187681618579138,55.58933673493058
90,40,24.300691865264824,55.70995100233344
758,680,24.35,55.74984584454694
849,433,24.195925406886897,55.77525648505566
792,1243,24.157849974769825,55.84898788043611
738,717,24.34572578466879,55.56649769652128
25,404,24.35,55.9
359,840,24.223169219646277,55.73815516046364
513,352,24.177079918856645,55.6926924662478
202,467,24.172613798313982,55.85291192491603
530,1173,24.2521242097671,55.5525788347326
995,995,24.24959687390648,55.68752721019623
435,814,24.35,55.71711258937328
679,435,24.17518978584912,55.7860336908605
247,537,24.177772576324074,55.666123904953686
696,381,24.07,55.55
301,1179,24.345448333923365,55.7331218423076
542,20,24.35,55.9
872,1057,24.07,55.55
387,286,24.253237303823795,55.60119222195371
266,1087,24.115476564096358,55.6118579721
47,1241,24.08837797588881,55.660239250139256
918,412,24.243173060075677,55.76653821430901
468,98,24.344717026540447,55.8752803256473
683,1386,24.16159824368837,55.78290119448951
80,1136,24.307503200867206,55.77327793763026
396,416,24.35,55.55
297,536,24.340519514123013,55.726425579743676
421,639,24.082612146028158,55.9
561,1034,24.074986249389223,55.6538844048257
475,912,24.35,55.876928417186264
667,1481,24.07,55.561558741070044
273,1319,24.33080753495153,55.66225125914823
325,1156,24.35,55.9
911,524,24.249700806921844,55.728115847329676
23,771,24.07,55.55
787,903,24.07,55.55
896,233,24.182303992098976,55.86242985348645
830,234,24.269992335196754,55.89468519027591
746,1418,24.172609927488296,55.60638519991045
938,1481,24.07,55.55
32,1102,24.17977434299412,55.74564426771338
575,654,24.236534476334512,55.5544236962484
424,399,24.346826448425364,55.80507049358388
355,67,24.195334201565124,55.58873571822499
648,714,24.07,55.55
209,311,24.17006988205366,55.9
452,7,24.35,55.9
195,1166,24.31482794633771,55.66793598984767
595,357,24.13147853954065,55.89069846717186
893,1438,24.232716813834255,55.745442380828095
936,1024,24.271041078284924,55.644324157387025
114,1063,24.277818737979874,55.55
430,54,24.2640475646093,55.5596360398329
332,452,24.07,55.9
193,317,24.20783748814509,55.55
325,1096,24.35,55.9
747,1311,24.35,55.9
361,663,24.30798687922904,55.7970846623967
83,544,24.07,55.86647180729839
214,1283,24.07,55.55
154,740,24.190180905746843,55.77831214554118
940,142,24.07,55.77743896973873
808,937,24.237342607556855,55.75210094091128
405,255,24.07,55.9
323,1063,24.31155901960354,55.61073114281299
489,842,24.159889240786196,55.868304528488686
389,73,24.07,55.868247461868876
64,1315,24.260435732305055,55.65413291547493
832,925,24.099813805159535,55.69707039841053
538,649,24.35,55.9
265,948,24.238926885368794,55.86815856032102
19,706,24.30352885110188,55.56277847821025
110,49,24.227047290869432,55.772568066294696
61,733,24.250912638505596,55.779564266092976
624,771,24.101207074483266,55.55
793,550,24.14947855557662,55.72255562330442
806,677,24.154112935373867,55.87826775673583
705,446,24.259545129662857,55.58809044291315
544,975,24.35,55.738850448737196
632,91,24.30004200452286,55.604627288649375
151,831,24.11976997420733,55.739630141064616
703,183,24.08180256572379,55.56471685484848
56,416,24.35,55.55
560,881,24.09462437895455,55.738199698583536
838,463,24.214647488884236,55.72614177584766
613,206,24.35,55.81767456939144
393,181,24.075141070145236,55.802955594424965
539,366,24.11382639158994,55.608364593883664
246,707,24.186364804434007,55.67587726787193
125,517,24.231691661135205,55.720639778864424
589,686,24.27378120174382,55.72072940260873
116,1338,24.17363477617265,55.81064877041842
799,714,24.091944345483114,55.55
992,132,24.07,55.9
173,1343,24.260503120860033,55.75260725810853
924,404,24.35,55.9
897,353,24.329850559527905,55.85386454389362
559,1036,24.182830636793625,55.715785847405996
956,500,24.16521160171952,55.55
462,690,24.3444294407277,55.57175206312656
101,41,24.239499125956254,55.7828417850957
112,920,24.07,55.84253511678383
838,165,24.07,55.55
462,843,24.35,55.55
838,928,24.07,55.793274447838364
2,1126,24.085452528465964,55.821032285794246
239,1299,24.31173979303808,55.5745358259549
302,769,24.14171157776616,55.6750173663085
814,717,24.322445227775834,55.55
701,1413,24.09570584088335,55.55
704,771,24.07,55.55
425,1426,24.335774767919283,55.63058215419264
532,547,24.26804263189862,55.74456629839367
323,917,24.11902244056907,55.55
955,1340,24.099481454206465,55.782058925563604
363,669,24.35,55.55
941,1010,24.171394596940022,55.66438392919258
489,442,24.35,55.64147665002973
863,280,24.07,55.55
906,928,24.086825779014404,55.82044499236912
247,1394,24.11582933353039,55.75602601931292
599,1216,24.121183331236846,55.76202316851044
843,1435,24.35,55.753953172767325
66,318,24.07,55.55
500,223,24.07,55.9
949,54,24.244724938348444,55.5873368659135
902,682,24.07,55.55
978,381,24.07,55.55
933,353,24.35,55.9
945,432,24.093495517340344,55.858523212712875
142,811,24.271289823070536,55.71984865578934
856,1416,24.339702860583802,55.701621903625316
207,1056,24.33888858252697,55.695709714110016
112,962,24.26512464614963,55.9
848,639,24.07,55.9
614,1294,24.07,55.793905709134734
216,843,24.34794801758858,55.60727295568453
537,1343,24.25368928629398,55.722753032042355
42,519,24.35,55.55
913,1193,24.35,55.55
228,1264,24.35,55.55
282,920,24.126107202999222,55.81410017699703
48,404,24.35,55.9
340,208,24.083955577964,55.82863416950207
864,30,24.07392621707419,55.8094731430122
81,898,24.081809640906084,55.73132535139815
617,732,24.313711604142256,55.63726214552552
361,652,24.07,55.55
263,761,24.31314601407782,55.61575655978972
140,1094,24.16457295512741,55.55
698,509,24.31310176601417,55.66085174677592
756,867,24.120880112256476,55.55
532,1181,24.35,55.9
153,1426,24.29861097764011,55.66599836786496
995,862,24.334371914141496,55.55
117,530,24.21814982020007,55.61102407819994
424,554,24.35,55.55
446,859,24.334177345263733,55.803625437468874
804,448,24.169769253379286,55.710689024646854
793,293,24.24348684795412,55.9
634,204,24.113808138960273,55.74093698976998
907,958,24.233747900436533,55.68632517176811
77,822,24.17338222732125,55.64184914560408
872,610,24.07,55.9
940,682,24.07,55.5928161006945
151,79,24.07,55.69493625241286
118,1323,24.19012535820321,55.59352195161112
516,432,24.096658346422444,55.8878616898032
523,280,24.07,55.5537351873762
691,197,24.334586523194904,55.69697817292545
844,762,24.329519285746994,55.85245855885808
307,671,24.272008078628268,55.61762202275215
793,72,24.35,55.9
814,1096,24.35,55.887535433074596
734,308,24.275121688354663,55.83571968814903
812,1105,24.162625154539086,55.69646882321102
203,494,24.134800162697154,55.81339625801662
171,967,24.11517626904655,55.9
760,348,24.156043025990392,55.58147735382428
522,646,24.07,55.9
21,543,24.15823541688027,55.61648770965252
742,983,24.232801472726102,55.55
